Species,Barcode,State,Variegation,Long_petiole_hair,Short_petiole_hair,Upper_lamina_hair,Tooth_length,Tooth_Width,Flower_length,Hypanthium_long,Hypanthium_short,Flower_width,Stamen_length,Style_length,Pedicel_lengths,Cymule_branches,Thyrse_length
CALYCOSA,A8,Georgia,,0.000,0.000,,2.147,0.856,3.277,1.333,1.223,3.162,4.085,4.511,2.284,19.616,844.415
CALYCOSA,A8,Georgia,,0.000,0.000,,2.240,0.378,3.830,1.796,1.455,2.834,4.145,3.326,3.338,23.188,436.430
CALYCOSA,A8,Georgia,,0.000,0.000,,2.868,0.642,3.447,1.965,1.318,3.750,4.936,4.113,3.712,11.909,
RICHARDSONII,H105,,,,,,,,,,,,,,,,
BREVIPETALA,H246,,,,,,,,,,,,,,,,
RICHARDSONII,I82,Alberta,,0.000,0.000,0.000,2.240,0.753,2.784,3.334,1.827,1.895,,,1.576,8.106,429.293
RICHARDSONII,I82,Alberta,,0.000,0.000,0.000,2.462,0.468,3.658,2.821,1.714,1.653,,,2.462,7.030,455.906
RICHARDSONII,I82,Alberta,,0.000,0.000,0.000,1.799,0.462,4.549,1.655,1.266,2.565,,,2.252,1.784,369.086
RICHARDSONII,A21-1,Minnesota,,0.899,0.653,,1.638,0.316,7.026,3.963,3.255,2.837,3.001,2.491,4.149,9.247,342.900
RICHARDSONII,A21-1,Minnesota,,0.707,0.660,,1.090,0.464,,,,,,,2.477,10.802,401.624
RICHARDSONII,A21-1,Minnesota,,1.097,1.013,,2.281,0.467,5.479,3.774,2.153,2.894,3.896,2.683,2.627,6.917,
GRAYANA,A16-1,Wisconsin,,0.999,0.607,,2.911,0.722,4.716,3.050,2.588,1.737,2.745,2.357,2.535,20.856,703.545
GRAYANA,A16-1,Wisconsin,,0.921,0.700,,2.908,0.338,7.384,3.676,1.865,2.372,2.751,2.207,1.910,17.189,
GRAYANA,A16-1,Wisconsin,,0.804,0.758,,3.450,0.877,6.737,2.036,1.505,2.121,2.518,2.513,2.565,13.689,
HIRSUTICAULIS,A9-2,Indiana,,0.954,0.772,1.091,2.004,0.241,3.262,1.398,1.279,1.563,2.234,4.269,2.549,10.299,684.174
HIRSUTICAULIS,A9-2,Indiana,,0.879,0.788,0.925,3.334,0.550,4.244,1.288,0.891,1.361,3.592,3.622,3.001,9.188,516.423
HIRSUTICAULIS,A9-2,Indiana,,0.849,0.673,1.220,2.772,0.513,4.044,1.189,0.785,1.602,3.081,4.303,3.014,9.290,
BREVIPETALA,A33-6,Tennessee,,,,0.845,2.752,0.664,2.010,0.451,0.380,1.426,4.243,4.979,5.729,7.432,845.240
BREVIPETALA,A33-6,Tennessee,,,,1.305,2.196,0.360,2.783,1.057,0.941,1.434,4.094,4.049,4.792,23.525,
BREVIPETALA,A33-6,Tennessee,,,,1.583,3.735,0.705,,,,,,,3.822,33.099,
HIRSUTICAULIS,A38-2,Kentucky,,1.012,0.506,0.921,1.790,0.331,2.704,1.193,0.875,1.767,4.374,2.811,2.504,26.695,411.658
HIRSUTICAULIS,A38-2,Kentucky,,1.105,0.435,0.592,1.632,0.278,2.580,0.996,0.852,1.561,4.225,3.086,4.889,29.521,378.856
HIRSUTICAULIS,A38-2,Kentucky,,1.374,0.545,1.575,1.630,0.311,2.666,0.989,0.826,1.456,4.789,4.963,3.198,30.813,358.856
HIRSUTICAULIS,A47-3,Arkansas,,1.391,0.664,,1.444,0.114,3.999,1.183,1.530,1.521,4.590,3.550,1.009,13.588,253.420
HIRSUTICAULIS,A47-3,Arkansas,,1.189,0.817,,0.958,0.201,4.807,2.286,1.676,2.608,4.593,3.992,1.124,14.621,198.429
HIRSUTICAULIS,A47-3,Arkansas,,0.910,0.889,,1.892,0.323,,,,,,,2.092,13.655,
HIRSUTICAULIS,A49-12,Arkansas,,1.455,0.711,,3.176,0.363,3.223,1.442,1.225,2.362,2.884,2.819,0.889,43.116,794.444
HIRSUTICAULIS,A49-12,Arkansas,,0.855,0.747,,2.198,0.410,3.434,1.832,1.532,1.509,3.724,2.520,2.157,27.290,698.341
HIRSUTICAULIS,A49-12,Arkansas,,0.911,0.794,,1.845,0.191,,,,,,,1.111,9.352,
CALYCOSA,A29-1,Mississippi,,,,,1.645,0.346,2.372,1.413,1.005,1.302,3.446,2.976,2.370,17.330,497.986
CALYCOSA,A29-1,Mississippi,,,,,2.474,0.269,2.958,1.037,1.147,1.640,3.870,2.468,1.186,10.564,
CALYCOSA,A29-1,Mississippi,,,,,3.736,0.399,,,,,,,2.382,9.188,
BREVIPETALA,A35-1,Tennessee,,,,,2.129,1.256,2.245,1.185,0.983,1.275,2.960,1.632,4.212,11.595,590.782
BREVIPETALA,A35-1,Tennessee,,,,,2.223,0.633,2.638,1.499,1.328,1.872,3.187,1.729,2.594,10.677,
BREVIPETALA,A35-1,Tennessee,,,,,3.638,1.257,,,,,,,4.965,7.523,
HIRSUTICAULIS,A41-1,Missouri,,1.139,0.776,,4.934,1.344,3.004,1.369,1.101,1.619,3.989,3.328,1.752,15.572,459.042
HIRSUTICAULIS,A41-1,Missouri,,1.703,1.603,,4.563,3.458,3.445,1.041,0.983,1.741,3.339,4.035,1.525,14.333,173.565
HIRSUTICAULIS,A41-1,Missouri,,1.312,0.881,,3.248,1.382,,,,,,,1.953,11.567,444.639
